,attacker_ip_enum,label
583,2267,0
584,2270,0
585,2274,0
586,2281,0
587,2285,0
588,2287,0
589,2291,0
590,2292,0
591,2308,0
592,2318,0
593,2320,0
594,2324,0
595,2329,0
596,2332,0
597,2334,0
598,2343,1
599,2346,0
600,2349,0
601,2357,0
602,2360,0
603,2364,0
604,2367,0
605,2368,0
606,2372,0
607,2375,0
608,2381,0
609,2385,0
610,2387,0
611,2388,1
612,2396,0
613,2402,1
614,2404,0
615,2407,0
616,2417,1
617,2418,0
618,2424,0
619,2433,0
620,2435,0
621,2444,0
622,2450,0
623,2455,0
624,2457,0
625,2458,0
626,2460,0
627,2463,0
628,2465,0
629,2471,1
630,2472,0
631,2476,0
632,2478,0
633,2502,0
634,2505,0
635,2508,0
636,2509,0
637,2516,0
638,2522,0
639,2523,0
640,2526,0
641,2527,0
642,2536,0
643,2540,0
644,2542,0
645,2553,0
646,2554,0
647,2557,0
648,2558,0
649,2561,0
650,2563,0
651,2570,0
652,2576,0
653,2577,0
654,2590,0
655,2594,0
656,2595,0
657,2602,0
658,2604,0
659,2608,0
660,2610,0
661,2611,0
662,2615,0
663,2616,0
664,2619,0
665,2625,0
666,2626,0
667,2627,0
668,2628,0
669,2635,0
670,2636,0
671,2637,0
672,2641,0
673,2645,0
674,2647,0
675,2653,0
676,2658,0
677,2661,0
678,2666,0
679,2667,0
680,2670,0
681,2672,0
682,2673,0
683,2682,0
684,2699,0
685,2700,0
686,2705,0
687,2708,0
688,2712,0
689,2715,0
690,2725,0
691,2726,0
692,2727,0
693,2728,0
694,2732,0
695,2733,0
696,2739,0
697,2746,0
698,2748,0
699,2749,0
700,2758,0
701,2764,0
702,2770,0
703,2773,0
704,2778,0
705,2784,0
706,2787,0
707,2792,0
708,2794,0
709,2807,0
710,2808,0
711,2818,0
712,2820,0
713,2824,0
714,2827,0
715,2834,0
716,2837,0
717,2839,0
718,2840,0
719,2844,0
720,2851,0
721,2853,0
722,2854,0
723,2858,0
724,2859,0
725,2860,0
726,2863,0
727,2864,0
728,2867,0
729,2870,0
730,2871,0
731,2876,0
732,2879,0
733,2887,0
734,2893,0
735,2898,0
736,2902,0
737,2907,0
738,2908,0
739,2909,0
740,2911,0
741,2913,0
742,2917,0
743,2925,0
744,2937,1
745,2938,0
746,2945,0
747,2947,0
748,2951,0
749,2952,0
750,2958,0
751,2961,0
752,2962,0
753,2964,0
754,2968,0
755,2974,0
756,2975,1
757,2981,0
758,2982,0
759,2987,0
760,2988,0
761,2990,0
762,2991,0
763,2993,0
764,3002,0
765,3009,0
766,3013,0
767,3015,0
768,3018,0
769,3020,0
770,3029,0
771,3030,0
772,3031,0
773,3033,0
774,3036,0
775,3039,0
776,3040,0
777,3043,0
778,3044,0
779,3047,0
780,3052,0
781,3057,1
782,3058,0
783,3063,0
784,3064,0
785,3065,0
786,3066,0
787,3067,0
788,3070,0
789,3074,0
790,3075,0
791,3076,0
792,3077,0
793,3079,0
794,3082,0
795,3093,0
796,3100,0
797,3103,0
798,3104,0
799,3113,0
800,3116,0
801,3117,0
802,3118,0
803,3121,0
804,3122,0
805,3123,0
806,3126,0
807,3130,0
808,3137,0
809,3152,0
810,3156,0
811,3158,0
812,3159,0
813,3160,0
814,3162,0
815,3168,0
816,3171,0
817,3175,1
818,3181,0
819,3186,0
820,3188,0
821,3189,0
822,3190,0
823,3193,0
824,3197,0
825,3198,0
826,3201,0
827,3202,0
828,3211,1
829,3212,0
830,3218,1
831,3219,0
832,3222,0
833,3223,0
834,3228,0
835,3231,0
836,3235,0
837,3248,0
838,3255,1
839,3258,0
840,3259,0
841,3260,0
842,3262,0
843,3265,0
844,3268,1
845,3271,0
846,3283,0
847,3290,0
848,3301,0
849,3302,0
850,3305,0
851,3308,1
852,3311,0
853,3313,0
854,3315,0
855,3318,0
856,3320,0
857,3323,0
858,3327,0
859,3329,0
860,3330,0
861,3331,0
862,3333,1
863,3343,0
864,3350,0
865,3351,0
866,3354,0
867,3356,0
868,3359,0
869,3367,0
870,3369,0
871,3373,0
872,3376,0
873,3379,0
874,3380,0
875,3390,0
876,3391,0
877,3396,0
878,3403,0
879,3404,0
880,3409,0
881,3415,0
882,3421,0
883,3422,0
884,3425,0
885,3426,0
886,3429,0
887,3432,0
888,3435,0
889,3437,0
890,3438,0
891,3444,0
892,3445,0
893,3450,0
894,3453,0
895,3455,0
896,3456,0
897,3466,0
898,3468,0
899,3470,0
900,3473,1
901,3474,0
902,3476,0
903,3479,0
904,3480,0
905,3489,0
906,3494,0
907,3506,0
908,3514,0
909,3516,0
910,3517,0
911,3519,0
912,3524,0
913,3526,0
914,3528,0
915,3532,1
916,3540,0
917,3541,0
918,3553,0
919,3555,0
920,3559,0
921,3560,0
922,3568,0
923,3569,0
924,3572,0
925,3573,1
926,3577,1
927,3580,0
928,3582,0
929,3583,0
930,3594,0
931,3595,0
932,3599,0
933,3600,0
934,3606,0
935,3607,0
936,3608,0
937,3610,0
938,3623,0
939,3629,0
940,3631,0
941,3635,0
942,3637,0
943,3646,0
944,3648,0
945,3656,0
946,3664,0
947,3669,1
948,3670,0
949,3679,0
950,3682,0
951,3684,0
952,3686,0
953,3688,0
954,3689,1
955,3691,0
956,3697,0
957,3702,0
958,3705,0
959,3706,1
960,3708,0
961,3712,0
962,3715,0
963,3718,0
964,3727,0
965,3729,0
966,3735,0
967,3736,0
968,3739,0
969,3746,0
970,3749,0
971,3755,0
972,3771,0
973,3784,0
974,3787,0
975,3795,0
976,3796,0
977,3801,0
978,3803,0
979,3814,0
980,3820,0
981,3823,0
982,3827,0
983,3828,0
984,3834,0
985,3843,0
986,3846,0
987,3852,0
988,3855,0
989,3856,0
990,3859,0
991,3862,0
992,3863,0
993,3880,0
994,3888,0
995,3892,0
996,3895,0
997,3896,0
998,3900,0
999,3901,0
1000,3905,0
1001,3908,0
1002,3916,0
1003,3919,0
1004,3920,0
1005,3921,0
1006,3922,0
1007,3924,0
1008,3926,0
1009,3929,0
1010,3934,0
1011,3936,0
1012,3937,0
1013,3945,0
1014,3946,0
1015,3948,0
1016,3951,0
1017,3952,1
1018,3953,0
1019,3955,0
1020,3957,0
1021,3976,0
1022,3977,0
1023,3979,0
1024,3986,0
1025,3995,0
1026,3996,0
1027,4003,0
1028,4006,0
1029,4008,0
1030,4015,0
1031,4017,0
1032,4019,0
1033,4020,0
1034,4025,0
1035,4032,0
1036,4036,0
1037,4038,0
1038,4045,0
1039,4054,0
1040,4057,0
1041,4071,0
1042,4075,0
1043,4079,0
1044,4081,0
1045,4082,0
1046,4084,0
1047,4086,0
1048,4087,0
1049,4090,0
1050,4092,0
1051,4094,0
1052,4101,0
1053,4104,0
1054,4105,0
1055,4106,0
1056,4113,1
1057,4117,0
1058,4118,0
1059,4119,0
1060,4125,0
1061,4139,0
1062,4149,0
1063,4150,0
1064,4156,0
1065,4159,0
1066,4162,0
1067,4163,0
1068,4171,0
1069,4173,0
1070,4179,0
1071,4180,0
1072,4184,0
1073,4189,1
1074,4191,0
1075,4196,0
1076,4201,0
1077,4202,0
1078,4205,0
1079,4206,0
1080,4210,0
1081,4217,0
1082,4223,0
1083,4224,0
1084,4226,0
1085,4229,0
1086,4231,0
1087,4232,0
1088,4233,0
1089,4234,0
1090,4240,0
1091,4257,0
1092,4268,0
1093,4272,0
1094,4273,0
1095,4274,0
1096,4278,0
1097,4287,1
1098,4292,0
1099,4295,0
1100,4296,1
1101,4297,0
1102,4298,0
1103,4307,0
1104,4319,0
1105,4320,0
1106,4326,0
1107,4328,0
1108,4330,0
1109,4333,0
1110,4336,0
1111,4337,0
1112,4342,0
1113,4343,0
1114,4344,0
1115,4355,0
1116,4357,0
1117,4362,0
1118,4364,0
1119,4370,1
1120,4373,0
1121,4375,0
1122,4377,0
1123,4380,0
1124,4389,1
1125,4391,1
1126,4394,0
1127,4399,0
1128,4400,0
1129,4406,0
1130,4411,0
1131,4412,0
1132,4423,0
1133,4424,0
1134,4425,0
1135,4426,1
1136,4431,0
1137,4432,0
1138,4433,0
1139,4437,0
1140,4440,0
1141,4447,0
1142,4448,0
1143,4455,0
1144,4458,0
1145,4461,0
1146,4462,0
1147,4463,0
1148,4472,0
1149,4475,0
1150,4478,0
1151,4484,0
1152,4486,0
1153,4490,0
1154,4493,0
1155,4497,0
1156,4498,0
1157,4503,0
1158,4504,0
1159,4512,0
1160,4513,0
1161,4515,0
1162,4526,0
1163,4528,0
1164,4534,0
1165,4535,0
1166,4539,0
1167,4541,0
1168,4543,0
1169,4544,0
1170,4546,0
1171,4549,0
1172,4561,0
1173,4562,0
1174,4563,0
1175,4568,0
1176,4569,0
1177,4574,0
1178,4575,0
1179,4576,0
1180,4578,0
1181,4582,0
1182,4586,0
1183,4598,0
1184,4599,0
1185,4608,0
1186,4610,0
1187,4616,0
1188,4620,0
1189,4625,0
1190,4628,0
1191,4629,0
1192,4632,0
1193,4633,0
1194,4638,0
1195,4645,0
1196,4646,0
1197,4647,0
1198,4650,0
1199,4657,0
1200,4659,0
1201,4663,0
1202,4667,0
1203,4669,0
1204,4670,0
1205,4676,0
1206,4679,0
1207,4682,0
1208,4689,0
1209,4690,0
1210,4694,0
1211,4695,0
1212,4700,0
1213,4707,0
1214,4711,1
1215,4712,0
1216,4713,0
1217,4717,0
1218,4719,0
1219,4723,0
1220,4730,0
1221,4733,0
1222,4735,1
1223,4738,0
1224,4740,0
1225,4741,0
1226,4744,0
1227,4746,0
1228,4749,1
1229,4752,0
1230,4756,0
1231,4762,0
1232,4763,0
1233,4771,0
1234,4777,0
1235,4779,0
1236,4784,0
1237,4787,0
1238,4790,0
1239,4796,0
1240,4797,0
1241,4812,0
1242,4816,0
1243,4822,0
1244,4824,0
1245,4828,0
1246,4829,0
1247,4835,0
1248,4836,0
1249,4838,0
1250,4844,0
1251,4845,0
1252,4851,0
1253,4853,0
1254,4854,0
1255,4855,0
1256,4856,0
1257,4865,0
1258,4869,0
1259,4871,0
1260,4890,0
1261,4894,0
1262,4895,0
1263,4897,0
1264,4899,0
1265,4903,0
1266,4905,0
1267,4911,0
1268,4914,0
1269,4916,0
1270,4917,0
1271,4918,0
1272,4922,0
1273,4924,0
1274,4928,0
1275,4932,0
1276,4933,1
1277,4938,0
1278,4940,0
1279,4942,0
1280,4945,0
1281,4949,0
1282,4951,0
1283,4952,0
1284,4954,0
1285,4956,0
1286,4958,0
1287,4960,0
1288,4965,0
1289,4966,0
1290,4974,0
1291,4975,0
1292,4977,0
1293,4981,0
1294,4983,0
1295,4988,0
1296,4989,0
1297,4990,0
1298,4991,0
1299,4998,0
1300,5001,0
1301,5009,0
1302,5015,0
1303,5016,0
1304,5017,1
1305,5018,0
1306,5029,0
1307,5032,0
1308,5037,0
1309,5040,0
1310,5048,0
1311,5049,0
1312,5050,0
1313,5052,1
1314,5058,0
1315,5059,0
1316,5064,0
1317,5065,0
1318,5066,0
1319,5067,0
1320,5081,0
1321,5085,0
1322,5086,0
1323,5087,0
1324,5096,0
1325,5103,0
1326,5106,0
1327,5109,0
1328,5110,0
1329,5112,0
1330,5115,0
1331,5119,0
1332,5120,0
1333,5122,0
1334,5129,0
1335,5130,0
1336,5133,1
1337,5137,0
1338,5139,0
1339,5145,0
1340,5149,0
1341,5151,0
1342,5163,0
1343,5165,0
1344,5176,0
1345,5181,0
1346,5183,0
1347,5184,0
1348,5186,0
1349,5191,0
1350,5192,0
1351,5197,0
1352,5200,0
1353,5204,0
1354,5207,1
1355,5208,0
1356,5213,0
1357,5217,1
1358,5221,0
1359,5223,0
1360,5227,0
1361,5228,0
1362,5230,0
1363,5238,0
1364,5241,0
1365,5242,0
1366,5254,0
1367,5255,0
1368,5257,1
1369,5261,0
1370,5266,0
1371,5270,0
1372,5273,0
1373,5274,0
1374,5280,0
1375,5282,0
1376,5285,0
1377,5290,0
1378,5294,0
1379,5296,0
1380,5298,0
1381,5299,0
1382,5300,1
1383,5305,0
1384,5307,0
1385,5308,0
1386,5312,0
1387,5315,0
1388,5316,0
1389,5318,0
1390,5322,0
1391,5328,0
1392,5330,0
1393,5336,0
1394,5347,0
1395,5349,0
1396,5352,1
1397,5358,0
1398,5368,0
1399,5382,0
1400,5384,0
1401,5390,0
1402,5396,0
1403,5397,0
1404,5401,0
1405,5402,0
1406,5406,0
1407,5413,0
1408,5414,0
1409,5416,0
1410,5422,0
1411,5424,0
1412,5425,0
1413,5427,0
1414,5428,0
1415,5431,0
1416,5433,0
1417,5434,0
1418,5436,0
1419,5437,0
1420,5439,0
1421,5440,0
1422,5444,0
1423,5449,0
1424,5453,0
1425,5455,0
1426,5457,0
1427,5462,0
1428,5465,0
1429,5466,0
1430,5467,0
1431,5470,0
1432,5476,0
1433,5479,0
1434,5481,0
1435,5483,0
1436,5486,0
1437,5496,0
1438,5497,0
1439,5500,0
1440,5509,0
1441,5511,0
1442,5514,0
1443,5516,1
1444,5518,0
1445,5524,0
1446,5535,0
1447,5536,0
1448,5538,0
1449,5539,0
1450,5542,0
1451,5550,1
1452,5551,0
1453,5554,0
1454,5563,0
1455,5564,0
1456,5569,0
1457,5574,0
1458,5579,0
1459,5583,1
1460,5586,1
1461,5587,0
1462,5588,0
1463,5593,0
1464,5594,0
1465,5597,0
1466,5599,0
1467,5602,0
1468,5605,0
1469,5612,0
1470,5614,0
1471,5629,0
1472,5630,0
1473,5637,0
1474,5639,0
1475,5640,0
1476,5645,0
1477,5647,0
1478,5648,0
1479,5655,0
1480,5658,0
1481,5670,0
1482,5679,0
1483,5687,0
1484,5693,0
1485,5701,0
1486,5704,0
1487,5718,1
1488,5724,0
1489,5735,0
1490,5736,0
1491,5737,0
1492,5743,0
1493,5744,0
1494,5745,0
1495,5748,0
1496,5749,0
1497,5751,0
1498,5761,0
1499,5778,0
1500,5779,0
1501,5783,0
1502,5785,0
1503,5791,0
1504,5796,0
1505,5800,0
1506,5801,0
1507,5809,0
1508,5810,0
1509,5818,0
1510,5827,0
1511,5829,0
1512,5833,0
1513,5834,0
1514,5835,0
1515,5838,0
1516,5848,0
1517,5850,1
1518,5853,0
1519,5857,0
1520,5865,0
1521,5867,0
1522,5879,0
1523,5882,0
1524,5883,0
1525,5886,0
1526,5889,0
1527,5892,0
1528,5894,0
1529,5897,0
1530,5898,0
1531,5901,0
1532,5903,0
1533,5909,0
1534,5911,0
1535,5912,0
1536,5913,0
1537,5918,0
1538,5920,0
1539,5922,0
1540,5931,0
1541,5933,0
1542,5935,0
1543,5942,0
1544,5952,0
1545,5955,0
1546,5957,0
1547,5962,0
1548,5970,0
1549,5977,0
1550,5981,0
1551,5982,0
1552,5983,0
1553,5987,0
1554,5990,0
1555,5992,0
1556,5995,0
1557,6001,1
1558,6002,0
1559,6008,0
1560,6009,0
1561,6010,0
1562,6013,0
1563,6015,0
1564,6016,0
1565,6019,0
1566,6020,0
1567,6024,0
1568,6029,0
1569,6032,0
1570,6037,0
1571,6041,1
1572,6042,0
1573,6043,0
1574,6050,0
1575,6059,0
1576,6064,0
1577,6070,0
1578,6072,0
1579,6074,0
1580,6082,0
1581,6083,0
1582,6092,0
1583,6098,0
1584,6103,0
1585,6108,0
1586,6109,0
1587,6111,0
1588,6115,0
1589,6126,0
1590,6127,0
1591,6134,0
1592,6136,0
1593,6138,0
1594,6143,0
1595,6147,0
1596,6166,0
1597,6175,0
1598,6188,0
1599,6191,0
1600,6194,0
1601,6199,0
1602,6201,0
1603,6202,0
1604,6204,1
1605,6212,0
1606,6218,0
1607,6219,0
1608,6225,0
1609,6232,1
1610,6235,0
1611,6240,0
1612,6242,0
1613,6245,0
1614,6254,0
1615,6255,0
1616,6266,0
1617,6269,0
1618,6276,0
1619,6280,0
1620,6281,0
1621,6283,1
1622,6285,0
1623,6287,0
1624,6288,0
1625,6290,0
1626,6295,0
1627,6297,0
1628,6298,0
1629,6299,1
1630,6301,0
1631,6311,0
1632,6313,1
1633,6317,0
1634,6327,0
1635,6331,0
1636,6339,0
1637,6341,0
1638,6344,0
1639,6345,0
1640,6349,0
1641,6350,1
1642,6352,0
1643,6356,0
1644,6358,0
1645,6373,0
1646,6376,0
1647,6381,0
1648,6382,0
1649,6386,0
1650,6387,0
1651,6389,0
1652,6401,0
1653,6405,0
1654,6408,0
1655,6411,0
1656,6413,0
1657,6414,0
1658,6419,0
1659,6426,0
1660,6430,0
1661,6440,0
1662,6443,0
1663,6448,0
1664,6451,0
1665,6453,0
1666,6454,0
1667,6455,1
1668,6459,0
1669,6462,0
1670,6464,1
1671,6465,0
1672,6467,0
1673,6470,0
1674,6471,0
1675,6478,0
1676,6482,0
1677,6485,0
1678,6488,0
1679,6490,0
1680,6493,0
1681,6495,0
1682,6498,0
1683,6504,0
1684,6505,0
1685,6507,0
1686,6508,0
1687,6509,1
1688,6511,0
1689,6514,0
1690,6520,0
1691,6525,0
1692,6526,0
1693,6528,0
1694,6531,0
1695,6539,0
1696,6540,0
1697,6545,1
1698,6547,0
1699,6557,0
1700,6560,0
1701,6562,0
1702,6563,0
1703,6570,0
1704,6589,0
1705,6596,0
1706,6605,0
1707,6610,0
1708,6613,0
1709,6614,0
1710,6615,0
1711,6617,0
1712,6620,0
1713,6621,0
1714,6622,0
1715,6624,0
1716,6629,0
1717,6635,0
1718,6637,1
1719,6642,0
1720,6645,0
1721,6660,1
1722,6661,0
1723,6668,0
1724,6676,0
1725,6678,0
1726,6684,0
1727,6688,1
1728,6689,0
1729,6691,0
1730,6695,0
1731,6696,0
1732,6700,0
1733,6702,0
1734,6709,0
1735,6714,0
1736,6722,0
1737,6724,1
1738,6726,0
1739,6727,0
1740,6728,0
1741,6733,0
1742,6746,0
1743,6748,0
1744,6754,0
1745,6757,0
1746,6768,0
1747,6773,0
1748,6778,0
1749,6782,0
1750,6784,0
1751,6789,0
1752,6790,1
1753,6792,0
1754,6796,0
1755,6797,0
1756,6805,0
1757,6807,0
1758,6811,0
1759,6816,1
1760,6818,0
1761,6824,0
1762,6825,0
1763,6827,1
1764,6830,0
1765,6835,0
1766,6845,0
1767,6847,0
1768,6857,0
1769,6859,0
1770,6867,0
1771,6870,0
1772,6877,0
1773,6880,0
1774,6881,0
1775,6886,0
1776,6897,0
1777,6902,1
1778,6908,0
1779,6920,0
1780,6924,0
1781,6926,0
1782,6931,0
1783,6932,0
1784,6937,0
1785,6943,0
1786,6950,0
1787,6952,0
1788,6954,0
1789,6957,0
1790,6961,0
1791,6965,0
1792,6970,0
1793,6974,0
1794,6982,0
1795,6984,0
1796,6986,0
1797,7000,0
1798,7016,0
1799,7018,0
1800,7028,0
1801,7041,0
1802,7053,0
1803,7055,0
1804,7056,1
1805,7058,0
1806,7060,0
1807,7065,0
1808,7067,0
1809,7069,0
1810,7078,0
1811,7080,0
1812,7084,0
1813,7086,0
1814,7087,0
1815,7089,0
1816,7090,0
1817,7097,0
1818,7112,0
1819,7117,1
1820,7119,0
1821,7120,0
1822,7128,0
1823,7129,0
1824,7131,0
1825,7132,0
1826,7134,0
1827,7138,0
1828,7139,0
1829,7140,0
1830,7145,0
1831,7149,0
1832,7151,0
1833,7156,0
1834,7158,0
1835,7160,1
1836,7163,0
1837,7164,0
1838,7169,0
1839,7176,0
1840,7180,1
1841,7182,0
1842,7187,0
1843,7188,0
1844,7189,0
1845,7195,0
1846,7196,0
1847,7198,0
1848,7199,0
1849,7202,0
1850,7205,0
1851,7208,0
1852,7215,0
1853,7218,0
1854,7226,0
1855,7227,0
1856,7232,0
1857,7234,0
1858,7245,0
1859,7247,0
1860,7264,0
1861,7266,0
1862,7268,0
1863,7269,0
1864,7270,0
1865,7280,0
1866,7284,0
1867,7287,0
1868,7288,0
1869,7295,0
1870,7296,0
1871,7301,0
1872,7306,0
1873,7308,0
1874,7312,0
1875,7317,0
1876,7321,1
1877,7324,0
1878,7326,0
1879,7327,1
1880,7334,0
1881,7338,0
1882,7339,0
1883,7341,0
1884,7353,0
1885,7360,0
1886,7363,0
1887,7365,0
1888,7370,0
1889,7372,0
1890,7377,0
1891,7378,0
1892,7386,0
1893,7387,0
1894,7388,0
1895,7395,0
1896,7404,0
1897,7408,0
1898,7410,0
1899,7412,0
1900,7416,0
1901,7419,0
1902,7420,0
