attacker_ip_enum,label
653,0.0
657,0.0
660,0.0
666,0.0
667,0.0
668,0.0
669,1.0
671,0.0
673,0.0
680,0.0
686,0.0
687,0.0
688,0.0
689,0.0
695,0.0
701,1.0
704,0.0
707,0.0
711,0.0
712,0.0
715,0.0
716,0.0
736,0.0
741,0.0
742,0.0
743,0.0
745,0.0
747,1.0
749,0.0
750,0.0
761,0.0
764,0.0
765,0.0
771,0.0
782,0.0
784,0.0
788,0.0
790,0.0
793,0.0
797,0.0
801,0.0
804,1.0
815,0.0
817,0.0
824,0.0
827,0.0
828,1.0
833,0.0
836,0.0
846,0.0
848,0.0
850,0.0
852,0.0
860,0.0
862,0.0
865,0.0
869,0.0
873,0.0
883,0.0
894,0.0
899,0.0
900,0.0
901,0.0
907,0.0
909,0.0
923,0.0
924,1.0
925,0.0
927,0.0
930,0.0
934,0.0
935,0.0
937,0.0
941,0.0
943,0.0
946,0.0
950,0.0
954,0.0
962,0.0
972,0.0
975,0.0
982,0.0
986,0.0
987,0.0
989,0.0
991,0.0
996,0.0
1001,0.0
1004,0.0
1005,0.0
1009,0.0
1013,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1029,0.0
1032,0.0
1033,0.0
1034,0.0
1040,0.0
1041,0.0
1047,0.0
1049,0.0
1050,0.0
1051,0.0
1055,0.0
1059,0.0
1061,0.0
1062,0.0
1064,0.0
1065,0.0
1067,0.0
1073,0.0
1075,0.0
1079,0.0
1088,0.0
1091,0.0
1092,0.0
1093,0.0
1095,0.0
1099,0.0
1105,0.0
1108,0.0
1109,0.0
1112,0.0
1113,0.0
1119,0.0
1125,0.0
1127,0.0
1132,0.0
1134,0.0
1140,0.0
1145,0.0
1149,0.0
1151,0.0
1155,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1163,0.0
1166,0.0
1168,0.0
1170,0.0
1176,0.0
1181,0.0
1185,0.0
1186,0.0
1204,0.0
1205,0.0
1206,0.0
1207,1.0
1212,1.0
1214,0.0
1215,0.0
1216,1.0
1222,0.0
1227,0.0
1229,0.0
1234,0.0
1239,0.0
1241,0.0
1242,0.0
1243,1.0
1246,0.0
1251,0.0
1260,0.0
1261,0.0
1263,0.0
1268,0.0
1270,0.0
1276,0.0
1277,0.0
1280,0.0
1299,0.0
1302,0.0
1303,0.0
1304,0.0
1306,0.0
1309,0.0
1310,0.0
1311,0.0
1323,0.0
1324,0.0
1326,0.0
1330,0.0
1333,0.0
1335,0.0
1348,0.0
1353,0.0
1358,0.0
1361,0.0
1363,0.0
1364,0.0
1366,0.0
1370,0.0
1371,0.0
1378,0.0
1379,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1389,0.0
1393,0.0
1407,0.0
1409,0.0
1412,0.0
1415,0.0
1426,0.0
1438,0.0
1443,0.0
1446,0.0
1448,0.0
1449,0.0
1459,0.0
1471,0.0
1476,0.0
1485,0.0
1486,0.0
1488,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1496,0.0
1502,0.0
1504,0.0
1505,0.0
1517,1.0
1518,0.0
1524,0.0
1525,0.0
1527,0.0
1528,0.0
1534,0.0
1538,0.0
1539,0.0
1545,0.0
1547,0.0
1551,0.0
1554,0.0
1563,0.0
1567,0.0
1572,0.0
1575,1.0
1576,0.0
1580,0.0
1581,0.0
1582,0.0
1585,0.0
1602,0.0
1604,0.0
1605,0.0
1611,0.0
1612,0.0
1621,0.0
1634,0.0
1648,0.0
1649,0.0
1652,0.0
1653,0.0
1654,0.0
1656,0.0
1658,0.0
1661,0.0
1662,0.0
1663,0.0
1669,0.0
1671,0.0
1686,0.0
1689,0.0
1693,0.0
1707,0.0
1710,1.0
1713,0.0
1714,0.0
1715,0.0
1721,0.0
1724,1.0
1730,0.0
1738,0.0
1743,0.0
1752,0.0
1759,0.0
1769,0.0
1772,0.0
1775,0.0
1776,0.0
1781,0.0
1782,0.0
1783,0.0
1791,0.0
1792,0.0
1797,0.0
1803,0.0
1807,0.0
1809,0.0
1810,0.0
1819,0.0
1820,0.0
1822,1.0
1824,0.0
1827,1.0
1830,0.0
1833,0.0
1840,0.0
1845,0.0
1849,0.0
1851,0.0
1856,0.0
1857,0.0
1858,0.0
1862,0.0
1863,0.0
1864,0.0
1866,0.0
1868,0.0
1878,0.0
1880,0.0
1884,0.0
1886,0.0
1888,0.0
1892,0.0
1893,0.0
1894,0.0
1898,0.0
1903,0.0
1904,0.0
1905,0.0
1915,0.0
1933,0.0
1935,0.0
1939,0.0
1944,0.0
1947,0.0
1949,0.0
1951,0.0
1953,0.0
1962,0.0
1964,0.0
1965,0.0
1973,0.0
1976,0.0
1977,0.0
1978,1.0
1988,0.0
1991,0.0
1994,0.0
2000,0.0
2005,0.0
2010,1.0
2012,0.0
2018,0.0
2022,0.0
2024,0.0
2039,0.0
2040,0.0
2044,0.0
2047,0.0
2055,0.0
2056,0.0
2060,0.0
2062,0.0
2070,1.0
2083,1.0
2085,1.0
2094,0.0
2097,0.0
2101,0.0
2102,1.0
2103,0.0
2104,0.0
2106,0.0
2110,0.0
2118,0.0
2120,0.0
2124,1.0
2126,0.0
2128,0.0
2129,0.0
2132,0.0
2136,0.0
2139,0.0
2143,0.0
2144,0.0
2146,0.0
2147,0.0
2149,0.0
2152,0.0
2155,0.0
2157,0.0
2161,1.0
2179,0.0
2180,0.0
2183,0.0
2188,0.0
2196,0.0
2204,0.0
2206,0.0
2214,0.0
2215,0.0
2216,0.0
2220,0.0
2222,0.0
2227,0.0
2234,0.0
2236,0.0
2241,0.0
2244,0.0
2257,0.0
2262,0.0
2264,1.0
2267,0.0
2270,0.0
2274,0.0
2281,0.0
2285,0.0
2287,0.0
2291,0.0
2292,0.0
2308,0.0
2318,0.0
2320,0.0
2324,0.0
2329,0.0
2332,0.0
2334,0.0
2343,0.0
2346,0.0
2349,0.0
2357,0.0
2360,0.0
2364,1.0
2367,0.0
2368,0.0
2372,0.0
2375,0.0
2381,0.0
2385,0.0
2387,0.0
2388,1.0
2396,0.0
2402,1.0
2404,0.0
2407,1.0
2417,0.0
2418,0.0
2424,0.0
2433,0.0
2435,0.0
2444,0.0
2450,0.0
2455,0.0
2457,0.0
2458,0.0
2460,0.0
2463,0.0
2465,0.0
2471,0.0
2472,0.0
2476,0.0
2478,0.0
2502,0.0
2505,0.0
2508,0.0
2509,0.0
2516,0.0
2522,0.0
2523,0.0
2526,0.0
2527,0.0
2536,0.0
2540,0.0
2542,0.0
2553,0.0
2554,0.0
2557,0.0
2558,0.0
2561,0.0
2563,0.0
2570,0.0
2576,0.0
2577,0.0
2590,0.0
2594,0.0
2595,0.0
2602,0.0
2604,0.0
2608,0.0
2610,0.0
2611,0.0
2615,0.0
2616,0.0
2619,0.0
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2635,0.0
2636,0.0
2637,0.0
2641,0.0
2645,0.0
2647,0.0
2653,0.0
2658,0.0
2661,0.0
2666,0.0
2667,0.0
2670,0.0
2672,0.0
2673,0.0
2682,0.0
2699,0.0
2700,0.0
2705,0.0
2708,0.0
2712,0.0
2715,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.0
2732,0.0
2733,0.0
2739,0.0
2746,0.0
2748,0.0
2749,0.0
2758,0.0
2764,0.0
2770,0.0
2773,0.0
2778,0.0
2784,0.0
2787,0.0
2792,0.0
2794,0.0
2807,0.0
2808,0.0
2818,0.0
2820,0.0
2824,0.0
2827,0.0
2834,0.0
2837,0.0
2839,0.0
2840,0.0
2844,0.0
2851,0.0
2853,0.0
2854,0.0
2858,0.0
2859,0.0
2860,0.0
2863,0.0
2864,0.0
2867,0.0
2870,0.0
2871,0.0
2876,0.0
2879,0.0
2887,0.0
2893,0.0
2898,0.0
2902,0.0
2907,0.0
2908,0.0
2909,0.0
2911,0.0
2913,0.0
2917,0.0
2925,0.0
2937,1.0
2938,0.0
2945,0.0
2947,0.0
2951,0.0
2952,0.0
2958,0.0
2961,0.0
2962,0.0
2964,0.0
2968,0.0
2974,0.0
2975,0.0
2981,0.0
2982,0.0
2987,0.0
2988,0.0
2990,0.0
2991,0.0
2993,0.0
3002,0.0
3009,0.0
3013,0.0
3015,0.0
3018,0.0
3020,0.0
3029,0.0
3030,0.0
3031,0.0
3033,0.0
3036,0.0
3039,0.0
3040,0.0
3043,0.0
3044,0.0
3047,0.0
3052,0.0
3057,1.0
3058,0.0
3063,0.0
3064,0.0
3065,0.0
3066,0.0
3067,0.0
3070,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.0
3079,0.0
3082,1.0
3093,0.0
3100,0.0
3103,0.0
3104,0.0
3113,0.0
3116,0.0
3117,0.0
3118,0.0
3121,0.0
3122,0.0
3123,0.0
3126,0.0
3130,0.0
3137,0.0
3152,0.0
3156,0.0
3158,0.0
3159,0.0
3160,0.0
3162,0.0
3168,0.0
3171,0.0
3175,1.0
3181,0.0
3186,0.0
3188,0.0
3189,0.0
3190,0.0
3193,0.0
3197,0.0
3198,0.0
3201,0.0
3202,0.0
3211,0.0
3212,0.0
3218,1.0
3219,0.0
3222,0.0
3223,0.0
3228,0.0
3231,0.0
3235,0.0
3248,0.0
3255,1.0
3258,0.0
3259,0.0
3260,0.0
3262,0.0
3265,0.0
3268,1.0
3271,0.0
3283,0.0
3290,0.0
3301,0.0
3302,0.0
3305,0.0
3308,1.0
3311,0.0
3313,0.0
3315,0.0
3318,0.0
3320,0.0
3323,0.0
3327,0.0
3329,0.0
3330,0.0
3331,0.0
3333,0.0
3343,0.0
3350,0.0
3351,0.0
3354,0.0
3356,0.0
3359,0.0
3367,0.0
3369,0.0
3373,0.0
3376,0.0
3379,0.0
3380,0.0
3390,0.0
3391,0.0
3396,0.0
3403,0.0
3404,0.0
3409,0.0
3415,0.0
3421,0.0
3422,0.0
3425,0.0
3426,0.0
3429,0.0
3432,0.0
3435,0.0
3437,0.0
3438,0.0
3444,0.0
3445,0.0
3450,0.0
3453,0.0
3455,0.0
3456,0.0
3466,0.0
3468,0.0
3470,0.0
3473,1.0
3474,0.0
3476,0.0
3479,0.0
3480,0.0
3489,0.0
3494,0.0
3506,0.0
3514,0.0
3516,0.0
3517,0.0
3519,0.0
3524,0.0
3526,0.0
3528,0.0
3532,1.0
3540,0.0
3541,0.0
3553,0.0
3555,0.0
3559,0.0
3560,0.0
3568,0.0
3569,0.0
3572,0.0
3573,1.0
3577,0.0
3580,0.0
3582,0.0
3583,0.0
3594,0.0
3595,0.0
3599,0.0
3600,0.0
3606,0.0
3607,0.0
3608,0.0
3610,0.0
3623,0.0
3629,0.0
3631,0.0
3635,0.0
3637,0.0
3646,0.0
3648,0.0
3656,0.0
3664,0.0
3669,1.0
3670,0.0
3679,0.0
3682,0.0
3684,0.0
3686,0.0
3688,0.0
3689,0.0
3691,0.0
3697,0.0
3702,0.0
3705,0.0
3706,1.0
3708,0.0
3712,0.0
3715,0.0
3718,0.0
3727,0.0
3729,0.0
3735,0.0
3736,0.0
3739,0.0
3746,0.0
3749,0.0
3755,0.0
3771,0.0
3784,0.0
3787,0.0
3795,0.0
3796,0.0
3801,0.0
3803,0.0
3814,0.0
3820,0.0
3823,0.0
3827,0.0
3828,0.0
3834,0.0
3843,0.0
3846,0.0
3852,0.0
3855,0.0
3856,0.0
3859,0.0
3862,0.0
3863,0.0
3880,0.0
3888,0.0
3892,0.0
3895,0.0
3896,0.0
3900,0.0
3901,0.0
3905,0.0
3908,0.0
3916,0.0
3919,0.0
3920,0.0
3921,0.0
3922,0.0
3924,0.0
3926,0.0
3929,0.0
3934,0.0
3936,0.0
3937,0.0
3945,0.0
3946,0.0
3948,0.0
3951,0.0
3952,1.0
3953,0.0
3955,0.0
3957,0.0
3976,0.0
3977,0.0
3979,0.0
3986,0.0
3995,0.0
3996,1.0
4003,0.0
4006,0.0
4008,0.0
4015,0.0
4017,0.0
4019,0.0
4020,0.0
4025,0.0
4032,0.0
4036,0.0
4038,0.0
4045,0.0
4054,0.0
4057,0.0
4071,0.0
4075,0.0
4079,0.0
4081,0.0
4082,0.0
4084,0.0
4086,0.0
4087,0.0
4090,0.0
4092,0.0
4094,0.0
4101,0.0
4104,0.0
4105,0.0
4106,0.0
4113,0.0
4117,0.0
4118,0.0
4119,0.0
4125,0.0
4139,0.0
4149,0.0
4150,0.0
4156,0.0
4159,0.0
4162,0.0
4163,0.0
4171,0.0
4173,0.0
4179,0.0
4180,0.0
4184,0.0
4189,1.0
4191,0.0
4196,0.0
4201,0.0
4202,0.0
4205,0.0
4206,0.0
4210,0.0
4217,0.0
4223,0.0
4224,0.0
4226,0.0
4229,0.0
4231,0.0
4232,0.0
4233,0.0
4234,0.0
4240,0.0
4257,0.0
4268,0.0
4272,0.0
4273,0.0
4274,0.0
4278,0.0
4287,1.0
4292,0.0
4295,0.0
4296,1.0
4297,0.0
4298,0.0
4307,0.0
4319,0.0
4320,0.0
4326,0.0
4328,0.0
4330,0.0
4333,0.0
4336,0.0
4337,0.0
4342,0.0
4343,0.0
4344,0.0
4355,0.0
4357,0.0
4362,0.0
4364,0.0
4370,1.0
4373,0.0
4375,0.0
4377,0.0
4380,0.0
4389,0.0
4391,1.0
4394,0.0
4399,0.0
4400,0.0
4406,0.0
4411,0.0
4412,0.0
4423,0.0
4424,0.0
4425,0.0
4426,1.0
4431,0.0
4432,0.0
4433,0.0
4437,0.0
4440,0.0
4447,0.0
4448,0.0
4455,0.0
4458,0.0
4461,0.0
4462,0.0
4463,0.0
4472,0.0
4475,0.0
4478,0.0
4484,0.0
4486,1.0
4490,0.0
4493,0.0
4497,0.0
4498,0.0
4503,0.0
4504,0.0
4512,0.0
4513,0.0
4515,0.0
4526,0.0
4528,0.0
4534,0.0
4535,0.0
4539,0.0
4541,0.0
4543,0.0
4544,0.0
4546,0.0
4549,0.0
4561,0.0
4562,0.0
4563,0.0
4568,0.0
4569,0.0
4574,0.0
4575,0.0
4576,0.0
4578,0.0
4582,0.0
4586,0.0
4598,0.0
4599,0.0
4608,0.0
4610,0.0
4616,0.0
4620,0.0
4625,0.0
4628,0.0
4629,0.0
4632,0.0
4633,0.0
4638,0.0
4645,0.0
4646,0.0
4647,0.0
4650,0.0
4657,0.0
4659,0.0
4663,0.0
4667,0.0
4669,0.0
4670,0.0
4676,0.0
4679,0.0
4682,0.0
4689,0.0
4690,0.0
4694,0.0
4695,0.0
4700,0.0
4707,0.0
4711,0.0
4712,0.0
4713,0.0
4717,0.0
4719,0.0
4723,0.0
4730,0.0
4733,0.0
4735,1.0
4738,0.0
4740,0.0
4741,0.0
4744,0.0
4746,0.0
4749,0.0
4752,0.0
4756,0.0
4762,0.0
4763,0.0
4771,0.0
4777,0.0
4779,0.0
4784,0.0
4787,0.0
4790,0.0
4796,0.0
4797,0.0
4812,0.0
4816,0.0
4822,0.0
4824,0.0
4828,0.0
4829,0.0
4835,0.0
4836,0.0
4838,0.0
4844,0.0
4845,0.0
4851,0.0
4853,0.0
4854,0.0
4855,0.0
4856,0.0
4865,0.0
4869,0.0
4871,0.0
4890,0.0
4894,0.0
4895,0.0
4897,0.0
4899,0.0
4903,0.0
4905,0.0
4911,0.0
4914,0.0
4916,0.0
4917,0.0
4918,0.0
4922,0.0
4924,0.0
4928,0.0
4932,0.0
4933,1.0
4938,0.0
4940,0.0
4942,0.0
4945,0.0
4949,0.0
4951,0.0
4952,0.0
4954,0.0
4956,0.0
4958,0.0
4960,0.0
4965,0.0
4966,0.0
4974,0.0
4975,0.0
4977,0.0
4981,0.0
4983,0.0
4988,0.0
4989,0.0
4990,0.0
4991,0.0
4998,0.0
5001,0.0
5009,0.0
5015,0.0
5016,0.0
5017,1.0
5018,0.0
5029,0.0
5032,0.0
5037,0.0
5040,0.0
5048,0.0
5049,0.0
5050,0.0
5052,1.0
5058,0.0
5059,0.0
5064,0.0
5065,1.0
5066,0.0
5067,0.0
5081,0.0
5085,0.0
5086,0.0
5087,0.0
5096,0.0
5103,0.0
5106,0.0
5109,0.0
5110,0.0
5112,0.0
5115,0.0
5119,0.0
5120,0.0
5122,0.0
5129,0.0
5130,0.0
5133,0.0
5137,0.0
5139,0.0
5145,0.0
5149,0.0
5151,0.0
5163,0.0
5165,0.0
5176,0.0
5181,0.0
5183,0.0
5184,0.0
5186,0.0
5191,0.0
5192,0.0
5197,0.0
5200,0.0
5204,0.0
5207,1.0
5208,0.0
5213,0.0
5217,0.0
5221,0.0
5223,0.0
5227,0.0
5228,0.0
5230,0.0
5238,0.0
5241,0.0
5242,0.0
5254,0.0
5255,0.0
5257,0.0
5261,0.0
5266,0.0
5270,0.0
5273,0.0
5274,0.0
5280,0.0
5282,0.0
5285,0.0
5290,0.0
5294,0.0
5296,0.0
5298,0.0
5299,0.0
5300,1.0
5305,0.0
5307,0.0
5308,0.0
5312,0.0
5315,0.0
5316,0.0
5318,0.0
5322,0.0
5328,0.0
5330,0.0
5336,0.0
5347,0.0
5349,0.0
5352,0.0
5358,0.0
5368,0.0
5382,0.0
5384,0.0
5390,0.0
5396,0.0
5397,0.0
5401,0.0
5402,0.0
5406,0.0
5413,0.0
5414,0.0
5416,0.0
5422,0.0
5424,0.0
5425,0.0
5427,0.0
5428,0.0
5431,0.0
5433,0.0
5434,0.0
5436,0.0
5437,0.0
5439,0.0
5440,0.0
5444,0.0
5449,0.0
5453,0.0
5455,0.0
5457,0.0
5462,0.0
5465,0.0
5466,0.0
5467,0.0
5470,0.0
5476,0.0
5479,0.0
5481,0.0
5483,0.0
5486,0.0
5496,0.0
5497,0.0
5500,0.0
5509,0.0
5511,0.0
5514,0.0
5516,1.0
5518,0.0
5524,0.0
5535,0.0
5536,0.0
5538,0.0
5539,0.0
5542,0.0
5550,1.0
5551,0.0
5554,0.0
5563,0.0
5564,0.0
5569,0.0
5574,0.0
5579,0.0
5583,1.0
5586,1.0
5587,0.0
5588,0.0
5593,0.0
5594,0.0
5597,0.0
5599,0.0
5602,0.0
5605,0.0
5612,0.0
5614,0.0
5629,0.0
5630,0.0
5637,0.0
5639,0.0
5640,0.0
5645,0.0
5647,0.0
5648,0.0
5655,0.0
5658,0.0
5670,0.0
5679,0.0
5687,0.0
5693,0.0
5701,0.0
5704,0.0
5718,1.0
5724,0.0
5735,0.0
5736,0.0
5737,0.0
5743,0.0
5744,0.0
5745,0.0
5748,0.0
5749,0.0
5751,0.0
5761,0.0
5778,0.0
5779,0.0
5783,0.0
5785,0.0
5791,0.0
5796,0.0
5800,0.0
5801,0.0
5809,0.0
5810,0.0
5818,0.0
5827,0.0
5829,0.0
5833,0.0
5834,0.0
5835,0.0
5838,0.0
5848,0.0
5850,1.0
5853,0.0
5857,0.0
5865,0.0
5867,0.0
5879,0.0
5882,0.0
5883,0.0
5886,0.0
5889,0.0
5892,0.0
5894,0.0
5897,0.0
5898,0.0
5901,0.0
5903,0.0
5909,0.0
5911,0.0
5912,0.0
5913,0.0
5918,0.0
5920,0.0
5922,0.0
5931,0.0
5933,0.0
5935,0.0
5942,0.0
5952,0.0
5955,0.0
5957,0.0
5962,0.0
5970,0.0
5977,0.0
5981,0.0
5982,0.0
5983,0.0
5987,0.0
5990,0.0
5992,0.0
5995,0.0
6001,1.0
6002,0.0
6008,0.0
6009,0.0
6010,0.0
6013,0.0
6015,0.0
6016,0.0
6019,0.0
6020,0.0
6024,0.0
6029,0.0
6032,0.0
6037,0.0
6041,1.0
6042,0.0
6043,0.0
6050,0.0
6059,0.0
6064,0.0
6070,0.0
6072,0.0
6074,0.0
6082,0.0
6083,0.0
6092,0.0
6098,0.0
6103,0.0
6108,0.0
6109,0.0
6111,0.0
6115,0.0
6126,0.0
6127,0.0
6134,0.0
6136,0.0
6138,0.0
6143,0.0
6147,0.0
6166,0.0
6175,0.0
6188,0.0
6191,0.0
6194,0.0
6199,0.0
6201,0.0
6202,0.0
6204,1.0
6212,0.0
6218,0.0
6219,0.0
6225,0.0
6232,1.0
6235,0.0
6240,0.0
6242,0.0
6245,0.0
6254,0.0
6255,0.0
6266,0.0
6269,0.0
6276,0.0
6280,0.0
6281,0.0
6283,1.0
6285,0.0
6287,0.0
6288,0.0
6290,0.0
6295,0.0
6297,0.0
6298,0.0
6299,0.0
6301,0.0
6311,0.0
6313,0.0
6317,0.0
6327,0.0
6331,0.0
6339,0.0
6341,0.0
6344,0.0
6345,0.0
6349,0.0
6350,1.0
6352,0.0
6356,0.0
6358,0.0
6373,0.0
6376,0.0
6381,0.0
6382,0.0
6386,0.0
6387,0.0
6389,0.0
6401,0.0
6405,0.0
6408,0.0
6411,0.0
6413,0.0
6414,0.0
6419,0.0
6426,0.0
6430,0.0
6440,0.0
6443,0.0
6448,0.0
6451,0.0
6453,0.0
6454,0.0
6455,1.0
6459,0.0
6462,0.0
6464,0.0
6465,0.0
6467,0.0
6470,0.0
6471,0.0
6478,0.0
6482,0.0
6485,0.0
6488,0.0
6490,0.0
6493,0.0
6495,0.0
6498,0.0
6504,0.0
6505,0.0
6507,0.0
6508,0.0
6509,1.0
6511,0.0
6514,0.0
6520,0.0
6525,0.0
6526,0.0
6528,0.0
6531,0.0
6539,0.0
6540,0.0
6545,1.0
6547,0.0
6557,0.0
6560,0.0
6562,0.0
6563,0.0
6570,0.0
6589,0.0
6596,0.0
6605,0.0
6610,0.0
6613,0.0
6614,0.0
6615,0.0
6617,0.0
6620,0.0
6621,0.0
6622,0.0
6624,0.0
6629,0.0
6635,0.0
6637,0.0
6642,0.0
6645,0.0
6660,1.0
6661,0.0
6668,0.0
6676,0.0
6678,0.0
6684,0.0
6688,0.0
6689,0.0
6691,0.0
6695,0.0
6696,0.0
6700,0.0
6702,0.0
6709,0.0
6714,0.0
6722,0.0
6724,1.0
6726,0.0
6727,0.0
6728,0.0
6733,0.0
6746,0.0
6748,0.0
6754,0.0
6757,0.0
6768,0.0
6773,0.0
6778,0.0
6782,0.0
6784,0.0
6789,0.0
6790,0.0
6792,0.0
6796,0.0
6797,0.0
6805,0.0
6807,0.0
6811,0.0
6816,1.0
6818,0.0
6824,0.0
6825,0.0
6827,0.0
6830,0.0
6835,0.0
6845,0.0
6847,0.0
6857,0.0
6859,0.0
6867,0.0
6870,0.0
6877,0.0
6880,0.0
6881,0.0
6886,0.0
6897,0.0
6902,0.0
6908,0.0
6920,0.0
6924,0.0
6926,0.0
6931,0.0
6932,0.0
6937,0.0
6943,0.0
6950,0.0
6952,0.0
6954,0.0
6957,0.0
6961,0.0
6965,0.0
6970,0.0
6974,0.0
6982,0.0
6984,0.0
6986,0.0
7000,0.0
7016,0.0
7018,0.0
7028,0.0
7041,0.0
7053,0.0
7055,0.0
7056,0.0
7058,0.0
7060,0.0
7065,1.0
7067,0.0
7069,0.0
7078,0.0
7080,0.0
7084,0.0
7086,0.0
7087,0.0
7089,0.0
7090,0.0
7097,0.0
7112,0.0
7117,1.0
7119,0.0
7120,0.0
7128,0.0
7129,0.0
7131,0.0
7132,0.0
7134,0.0
7138,0.0
7139,0.0
7140,0.0
7145,0.0
7149,0.0
7151,0.0
7156,0.0
7158,0.0
7160,0.0
7163,0.0
7164,0.0
7169,0.0
7176,0.0
7180,1.0
7182,0.0
7187,0.0
7188,0.0
7189,0.0
7195,0.0
7196,0.0
7198,0.0
7199,0.0
7202,0.0
7205,0.0
7208,0.0
7215,0.0
7218,0.0
7226,0.0
7227,0.0
7232,0.0
7234,0.0
7245,0.0
7247,0.0
7264,0.0
7266,0.0
7268,0.0
7269,0.0
7270,0.0
7280,0.0
7284,0.0
7287,0.0
7288,0.0
7295,0.0
7296,0.0
7301,0.0
7306,0.0
7308,0.0
7312,0.0
7317,0.0
7321,1.0
7324,0.0
7326,0.0
7327,1.0
7334,0.0
7338,0.0
7339,0.0
7341,0.0
7353,0.0
7360,0.0
7363,0.0
7365,0.0
7370,0.0
7372,0.0
7377,0.0
7378,0.0
7386,0.0
7387,0.0
7388,0.0
7395,0.0
7404,0.0
7408,0.0
7410,0.0
7412,0.0
7416,0.0
7419,0.0
7420,0.0
7422,0.0
7427,0.0
7429,1.0
7441,0.0
7446,0.0
7450,0.0
7454,0.0
7462,0.0
7470,0.0
7474,0.0
7477,0.0
7479,0.0
7487,0.0
7488,0.0
7493,0.0
7507,0.0
7515,0.0
7522,0.0
7523,0.0
7524,0.0
7533,0.0
7538,0.0
7541,0.0
7543,1.0
7552,0.0
7553,0.0
7563,0.0
7564,0.0
7566,0.0
7568,0.0
7569,0.0
7570,0.0
7572,0.0
7573,0.0
7574,0.0
7575,0.0
7581,0.0
7582,0.0
7584,0.0
7588,0.0
7600,0.0
7602,0.0
7608,0.0
7626,0.0
7628,0.0
7630,0.0
7635,0.0
7637,0.0
7647,1.0
7650,0.0
7651,0.0
7656,0.0
7658,0.0
7666,0.0
7668,0.0
7674,0.0
7677,0.0
7682,1.0
7696,1.0
7697,0.0
7699,0.0
7705,0.0
7716,0.0
7723,0.0
7724,0.0
7728,0.0
7729,0.0
7730,0.0
7732,0.0
7741,0.0
7746,0.0
7747,0.0
7762,0.0
7770,0.0
7771,0.0
7772,0.0
7775,0.0
7777,0.0
7780,0.0
7781,0.0
7782,0.0
7783,0.0
7784,0.0
7786,0.0
7787,0.0
7788,0.0
7789,0.0
7790,0.0
7797,0.0
7798,0.0
7802,0.0
7806,0.0
7817,0.0
7820,0.0
7822,0.0
7823,0.0
7824,0.0
7830,0.0
7832,0.0
7838,0.0
7842,0.0
7843,0.0
7846,0.0
7847,0.0
7848,1.0
7850,0.0
7853,0.0
7858,0.0
7859,0.0
7861,1.0
7868,0.0
7869,0.0
7874,0.0
7881,0.0
7886,0.0
7892,0.0
7900,0.0
7907,0.0
7909,0.0
7910,0.0
7912,0.0
7915,0.0
7919,0.0
7922,0.0
7925,0.0
7929,0.0
7931,0.0
7933,1.0
7935,0.0
7946,0.0
